Product,Organic,Unit,Label,COO,Sales Order,Invoice #,Invoice Payment Status,Most Recent Invoice Paid Date,Sale Location,Sales Rep,Reqs. Date,Customer,Lot,Vendor,Source,Received Date,Use By Date,Pack Date,Lot Location,Quantity,Cost per Unit,Price per Unit,Total Cost,Total Sold Lot Expenses,Total Revenue,Total Profit $,Total Profit %,Oficina
Bell Pepper Green Xlg,False,20 Lb,Fresh,MX,4604880.0,1222.0,Paid,2025-01-15,Frutto Foods Texas LLC,Cristian Valdez,12/06/2024,"Lakeway Foods, LLC.",1102-BEL-1,"Sweet Seasons, LLC.",PO #1102,12/09/2024,,,Frutto Foods Texas LLC,150.0,23.75,27.0,3562.5,0.0,4050.0,487.5,12.04,Texas
Bell Pepper Green Xlg,False,20 Lb,Fresh,MX,5312186.0,2494.0,Unpaid,,Frutto Foods Texas LLC,Cristian Valdez,05/27/2025,"Harvest Best, Inc",10531-BEL-1,"Sweet Seasons, LLC.",PO #10531,05/28/2025,,,Frutto Foods Texas LLC,100.0,8.95,12.95,895.0,0.0,1295.0,400.0,30.89,Texas
Bell Pepper Green Xlg,False,20 Lb,Fresh,MX,5313190.0,2497.0,Unpaid,,Frutto Foods Texas LLC,Cristian Valdez,05/27/2025,"Lakeway Foods, LLC.",10534-BEL-1,"Sweet Seasons, LLC.",PO #10534,06/03/2025,,,Frutto Foods Texas LLC,150.0,8.95,10.95,1342.5,0.0,1642.5,300.0,18.26,Texas
Bell Pepper Green Xlg,False,25 Lb Box,Fresh,MX,3233715.0,502.0,Paid,2024-01-18,Frutto Foods Texas LLC,Diego Ipema,01/02/2024,The Produce Exchange Inc,340-BEL-1,"SL Produce, LLC.",PO #340,01/09/2024,,,Frutto Foods Texas LLC,728.0,19.0,21.0,13832.0,0.0,15288.0,1456.0,9.52,Texas
Bell Pepper Green Xlg,True,25 Lb Box,Fresh,MX,3322094.0,581.0,Paid,2024-04-08,Frutto Foods Texas LLC,Diego Ipema,01/27/2024,"Veg-Fresh Farms, LLC.",422-BEL-1,Agriferg Produce LLC,PO #422,01/30/2024,,,Frutto Foods Texas LLC,112.0,14.95,18.0,1674.4,0.0,2016.0,341.6,16.94,Texas
Bell Pepper Green Xlg,False,25 Lb Box,Fresh,MX,3333112.0,584.0,Paid,2024-03-06,Frutto Foods Texas LLC,Diego Ipema,01/30/2024,Delta Fresh Sales LLC,425-BEL-1,Agriferg Produce LLC,PO #425,02/06/2024,,,Frutto Foods Texas LLC,784.0,18.0,20.0,14112.0,210.0,15680.0,1358.0,8.66,Texas
Bell Pepper Green Xlg,True,25 Lb Box,Fresh,MX,3382680.0,613.0,Paid,2024-04-03,Frutto Foods Texas LLC,Diego Ipema,02/13/2024,"Veg-Fresh Farms, LLC.",454-BEL-2,Costa Azul Organica USA Inc,PO #454,02/14/2024,,,Frutto Foods Texas LLC,56.0,27.0,31.0,1512.0,0.0,1736.0,224.0,12.9,Texas
Bell Pepper Green Xlg,True,25 Lb Box,Fresh,MX,3398773.0,620.0,Paid,2024-04-03,Frutto Foods Texas LLC,Diego Ipema,02/17/2024,"Veg-Fresh Farms, LLC.",461-BEL-1,Costa Azul Organica USA Inc,PO #461,02/20/2024,,,Frutto Foods Texas LLC,112.0,27.0,31.95,3024.0,0.0,3578.4,554.4,15.49,Texas
Bell Pepper Green Xlg,True,25 Lb Box,Fresh,MX,3406736.0,623.0,Paid,2024-04-03,Frutto Foods Texas LLC,Diego Ipema,02/20/2024,"Veg-Fresh Farms, LLC.",464-BEL-1,Costa Azul Organica USA Inc,PO #464,02/23/2024,,,Frutto Foods Texas LLC,102.0,27.0,31.95,2754.0,15.0,3258.9,489.9,15.03,Texas
Bell Pepper Green Xlg,True,25 Lb Box,Fresh,MX,3410399.0,625.0,Paid,2024-04-03,Frutto Foods Texas LLC,Diego Ipema,02/21/2024,"Veg-Fresh Farms, LLC.",467-BEL-1,Agriferg Produce LLC,PO #467,02/23/2024,,,Frutto Foods Texas LLC,56.0,28.0,31.95,1568.0,0.0,1789.2,221.2,12.36,Texas
Bell Pepper Green Xlg,True,25 Lb Box,Fresh,MX,3660099.0,778.0,Paid,2024-06-04,Nogales Vendor,Diego Ipema,04/23/2024,"Veg-Fresh Farms, LLC.",629-BEL-1,Agriferg Produce LLC,PO #629,04/24/2024,,,Nogales Vendor,56.0,22.0,24.5,1232.0,0.0,1372.0,140.0,10.2,Texas
Bell Pepper Green Xlg,False,25 Lb Box,Fresh,MX,3689455.0,796.0,Paid,2024-05-28,Nogales Vendor,Diego Ipema,04/30/2024,"Grow-All Procurement, LLC.",647-BEL-1,"SL Produce, LLC.",PO #647,05/03/2024,,,Nogales Vendor,56.0,15.0,16.0,840.0,0.0,896.0,56.0,6.25,Texas
Bell Pepper Green Xsmall,False,1 1/9 Bua,Fresh,MX,3580220.0,733.0,Paid,2024-05-15,Frutto Foods Texas LLC,Diego Ipema,04/04/2024,Keith Connell Inc.,582-BEL-1,"SL Produce, LLC.",PO #582,04/17/2024,,,Nogales Vendor,224.0,4.0,5.0,896.0,0.0,1120.0,224.0,20.0,Texas
Bell Pepper Green Xsmall,False,1 1/9 Bua,Fresh,MX,3625468.0,763.0,Paid,2024-05-15,Frutto Foods Texas LLC,Diego Ipema,04/15/2024,"Sunterra Produce Traders East, LLC.",614-BEL-1,"SL Produce, LLC.",PO #614,04/17/2024,,,Nogales Vendor,168.0,3.0,3.0,504.0,0.0,504.0,0.0,0.0,Texas
Bell Pepper Green Xsmall,False,1 1/9 Bua,Fresh,MX,3646610.0,773.0,Paid,2024-05-15,Frutto Foods Texas LLC,Diego Ipema,04/19/2024,"Sunterra Produce Traders East, LLC.",623-BEL-1,"SL Produce, LLC.",PO #623,04/22/2024,,,Nogales Vendor,224.0,3.0,4.0,672.0,0.0,896.0,224.0,25.0,Texas
Bell Pepper Orange Ch,False,25 Lb,Fresh,MX,4905367.0,2136.0,Paid,2025-04-21,Frutto Foods Texas LLC,Cristian Valdez,02/21/2025,"Harvest Best, Inc",10157-BEL-2,"Lakeway Foods, LLC.",PO #10157,03/12/2025,,,Frutto Foods Texas LLC,55.0,9.0,11.0,495.0,0.0,605.0,110.0,18.18,Texas
Bell Pepper Orange Ch,False,25 Lb,Fresh,MX,4919518.0,2150.0,Paid,2025-04-11,Frutto Foods Texas LLC,Diego Ipema,02/25/2025,Om Produce,10172-BEL-1,"Harvest Best, Inc.",PO #10172,04/04/2025,,,Frutto Foods Texas LLC,56.0,6.15,9.48,344.4,0.0,530.88,186.48,35.13,Texas
Bell Pepper Orange Ch,False,25 Lb,Fresh,MX,4942593.0,2181.0,Paid,2025-03-21,Frutto Foods Texas LLC,Diego Ipema,03/03/2025,Om Produce,10204-BEL-1,"Harvest Best, Inc.",PO #10204,04/01/2025,,,Frutto Foods Texas LLC,56.0,10.25,12.95,574.0,0.0,725.2,151.2,20.85,Texas
Bell Pepper Orange Ch,True,25 Lb Box,Fresh,MX,5257709.0,2449.0,Paid,2025-06-20,Nogales Vendor,Diego Ipema,05/14/2025,"Natural Flavor Produce, LLC",10480-BEL-2,Agriferg Produce LLC,PO #10480,06/05/2025,,,Frutto Foods Texas LLC,56.0,12.5,13.3,700.0,0.0,744.8,44.8,6.02,Texas
Bell Pepper Orange Jmb,True,11 Lb Box,Fresh,MX,3509609.0,685.0,Paid,2024-05-06,Nogales Vendor,Diego Ipema,03/19/2024,Pro Organics,526-BEL-1,Agriferg Produce LLC,PO #526,04/25/2024,,,Nogales Vendor,30.0,11.5,20.95,345.0,0.0,628.5,283.5,45.11,Texas
Bell Pepper Orange Jmb,True,11 Lb Box,Fresh,MX,3537594.0,706.0,Paid,2024-04-26,Nogales Vendor,Diego Ipema,03/25/2024,Pro Organics,550-BEL-2,Agriferg Produce LLC,PO #550,03/27/2024,,,Nogales Vendor,15.0,16.0,18.0,240.0,0.0,270.0,30.0,11.11,Texas
Bell Pepper Orange Large CH,False,25 Lb Box,Fresh,MX,4963364.0,2201.0,Paid,2025-04-18,Nogales Vendor,Diego Ipema,03/07/2025,"Natural Flavor Produce, LLC",10225-BEL-10,"Divine Flavor, LLC.",PO #10225,03/10/2025,,,Nogales Vendor,74.0,16.0,17.5,1184.0,0.0,1295.0,111.0,8.57,Texas
Bell Pepper Orange Lge,False,11 Lb,Fresh,MX,3925188.0,913.0,Paid,2024-08-15,Frutto Foods Texas LLC,Diego Ipema,06/25/2024,"SL Produce, LLC.",762-BEL-2,"Harvest Best, Inc.",PO #762,06/28/2024,,,Frutto Foods Texas LLC,118.0,19.25,20.5,2271.5,37.62,2419.0,109.88,4.54,Texas
Bell Pepper Orange Lge,False,11 Lb,Fresh,MX,3971797.0,928.0,Paid,2024-08-23,Frutto Foods Texas LLC,Diego Ipema,07/06/2024,"SL Produce, LLC.",777-BEL-7,"Harvest Best, Inc.",PO #777,07/08/2024,,,Frutto Foods Texas LLC,500.0,17.25,19.0,8625.0,0.0,9500.0,875.0,9.21,Texas
Bell Pepper Orange Lge,False,11 Lb,Fresh,MX,3993342.0,936.0,Paid,2024-08-20,Frutto Foods Texas LLC,Cristian Valdez,07/11/2024,Produce Connection,786-BEL-4,"Harvest Best, Inc.",PO #786,07/17/2024,,,Frutto Foods Texas LLC,500.0,15.0,17.0,7500.0,0.0,8500.0,1000.0,11.76,Texas
Bell Pepper Orange Lge,False,11 Lb,Fresh,MX,4170328.0,991.0,Paid,2024-09-18,Frutto Foods Texas LLC,Diego Ipema,08/22/2024,"C & C Produce, LLC",849-BEL-6,Huron Produce,PO #849,09/20/2024,,,Frutto Foods Texas LLC,300.0,18.0,20.5,5400.0,0.0,6150.0,750.0,12.2,Texas
Bell Pepper Orange Lge,False,11 Lb,Fresh,MX,4905330.0,2135.0,Paid,2025-04-02,Nogales Vendor,Diego Ipema,02/21/2025,"Natural Flavor Produce, LLC",10156-BEL-3,"Baloian Farms (Baloian Packing Co,Inc)",PO #10156,03/03/2025,,,Nogales Vendor,640.0,13.0,14.0,8320.0,0.0,8960.0,640.0,7.14,Texas
Bell Pepper Orange Lge,False,11 Lb,Fresh,MX,4912758.0,2140.0,Paid,2025-04-02,Nogales Vendor,Diego Ipema,02/24/2025,"Natural Flavor Produce, LLC",10161-BEL-1,"Baloian Farms (Baloian Packing Co,Inc)",PO #10161,03/03/2025,,,Nogales Vendor,200.0,13.0,14.5,2600.0,0.0,2900.0,300.0,10.34,Texas
Bell Pepper Orange Lge,True,11 Lb Box,Fresh,MX,3676803.0,789.0,Paid,2024-05-20,Nogales Vendor,Diego Ipema,04/29/2024,"Four Seasons Produce, Inc.",640-BEL-1,IPR Fresh,PO #640,05/03/2024,,,Nogales Vendor,100.0,24.95,26.95,2495.0,29.0,2695.0,171.0,6.35,Texas
Bell Pepper Orange Lge,False,11 Lb Box,Fresh,MX,3971797.0,928.0,Paid,2024-08-23,Frutto Foods Texas LLC,Diego Ipema,07/06/2024,"SL Produce, LLC.",778-BEL-1,"Harvest Best, Inc.",PO #778,07/08/2024,,,Frutto Foods Texas LLC,600.0,17.25,19.0,10350.0,0.0,11400.0,1050.0,9.21,Texas
Bell Pepper Orange Lge,False,11 Lb Box,Fresh,MX,4501744.0,1155.0,Paid,2024-12-18,Frutto Foods Texas LLC,Diego Ipema,11/11/2024,"Sunterra Produce Traders East, LLC.",1029-BEL-7,Kingdom Fresh Farms,PO #1029,11/12/2024,,,Frutto Foods Texas LLC,8.0,23.95,25.95,191.6,0.0,207.6,16.0,7.71,Texas
Bell Pepper Orange Lge,False,25 Lb,,MX,4421151.0,1103.0,Paid,2024-11-06,Frutto Foods Texas LLC,Diego Ipema,10/22/2024,Om Produce,976-BEL-1,"Harvest Best, Inc.",PO #976,11/20/2024,,,Frutto Foods Texas LLC,56.0,7.0,9.0,392.0,0.0,504.0,112.0,22.22,Texas
Bell Pepper Orange Lge,False,25 Lb,,MX,4656635.0,1263.0,Paid,2025-01-09,Frutto Foods Texas LLC,Diego Ipema,12/19/2024,Om Produce,1141-BEL-1,"Harvest Best, Inc.",PO #1141,01/07/2025,,,Frutto Foods Texas LLC,56.0,18.25,21.95,1022.0,0.0,1229.2,207.2,16.86,Texas
Bell Pepper Orange Lge,False,25 Lb,,MX,5400496.0,2552.0,Unpaid,,Frutto Foods Texas LLC,Cristian Valdez,06/17/2025,Om Produce,10589-BEL-1,"Harvest Best, Inc.",PO #10589,06/19/2025,,,Frutto Foods Texas LLC,56.0,6.0,7.95,336.0,0.0,445.2,109.2,24.53,Texas
Bell Pepper Orange MED CH,False,25 Lb Box,Fresh,MX,4963364.0,2201.0,Paid,2025-04-18,Nogales Vendor,Diego Ipema,03/07/2025,"Natural Flavor Produce, LLC",10225-BEL-11,"Divine Flavor, LLC.",PO #10225,03/10/2025,,,Nogales Vendor,169.0,14.0,15.5,2366.0,0.0,2619.5,253.5,9.68,Texas
Bell Pepper Orange MED CH,False,25 Lb Box,Fresh,MX,5169543.0,2370.0,Paid,2025-05-23,Nogales Vendor,Diego Ipema,04/24/2025,"Natural Flavor Produce, LLC",10397-BEL-2,"Divine Flavor, LLC.",PO #10397,04/25/2025,,,Frutto Foods Texas LLC,112.0,10.0,10.95,1120.0,0.0,1226.4,106.4,8.68,Texas
