Product,Organic,Unit,Label,COO,Sales Order,Invoice #,Invoice Payment Status,Most Recent Invoice Paid Date,Sale Location,Sales Rep,Reqs. Date,Customer,Lot,Vendor,Source,Received Date,Use By Date,Pack Date,Lot Location,Quantity,Cost per Unit,Price per Unit,Total Cost,Total Sold Lot Expenses,Total Revenue,Total Profit $,Total Profit %,Oficina
Cucumber - Slicer,True,42 Ct Case,Fresh,MX,4627852.0,6808.0,Paid,2025-01-28,Nogales Vendor,Jorge Maldonado,12/12/2024,SunFed,5000-CUC-2,Rio Vista Ventures LLC DbA Giumarra Companies,PO #5000,12/13/2024,,,Nogales Vendor,500.0,15.5,18.95,7750.0,70.0,9475.0,1655.0,17.47,Florida
Cucumber - Slicer,True,42 Ct Case,Frutto Foods,MX,1519581.0,3.0,Paid,2022-09-23,Nogales In/Out,Frutto Foods,08/22/2022,"Terra Bella Greenhouses, Inc.",CUC-000003,"Bridges Produce, Inc.",PO #3,08/23/2022,,,Nogales In/Out,82.0,4.0,6.95,328.0,23.0,569.9,218.9,38.41,Florida
Cucumber - Slicer,True,42 Ct Case,Frutto Foods,MX,1606250.0,1043.0,Paid,2022-11-02,Nogales Vendor,Frutto Foods,09/16/2022,"Terra Bella Greenhouses, Inc.",CUC-000056,"Bridges Produce, Inc.",PO #50,09/27/2022,,,Nogales Vendor,81.0,22.95,26.95,1858.95,12.0,2182.95,312.0,14.29,Florida
Cucumber European,True,1 1/9 Bua Box,Fresh,MX,1930714.0,1350.0,Paid,2023-01-30,Nogales Vendor,Frutto Foods,12/23/2022,"Terra Bella Greenhouses, Inc.",399-CUC-1,"Bridges Produce, Inc.",PO #399,12/26/2022,,,Nogales Vendor,147.0,18.95,21.95,2785.65,50.7,3226.65,390.3,12.1,Florida
Cucumber European,True,1 1/9 Bua Box,Fresh,MX,1935554.0,1360.0,Paid,2023-01-30,Nogales Vendor,Frutto Foods,12/26/2022,"Terra Bella Greenhouses, Inc.",409-CUC-1,"Bridges Produce, Inc.",PO #409,12/27/2022,,,Nogales Vendor,98.0,18.95,21.95,1857.1,24.0,2151.1,270.0,12.55,Florida
Cucumber European,False,1 1/9 Bua Box,Fresh,MX,1996252.0,1472.0,Paid,2023-02-21,Nogales Vendor,Frutto Foods,01/17/2023,"Terra Bella Greenhouses, Inc.",528-CUC-1,"Bridges Produce, Inc.",PO #528,01/18/2023,,,Nogales Vendor,98.0,22.95,25.95,2249.1,24.0,2543.1,270.0,10.62,Florida
Cucumber European,True,1 1/9 Bua Box,Fresh,MX,2004420.0,1497.0,Paid,2023-02-24,Nogales Vendor,Frutto Foods,01/19/2023,"Terra Bella Greenhouses, Inc.",547-CUC-1,"Bridges Produce, Inc.",PO #547,01/20/2023,,,Nogales Vendor,98.0,22.95,25.95,2249.1,24.01,2543.1,269.99,10.62,Florida
Cucumber European,True,1 1/9 Bua Box,Fresh,MX,2004475.0,1499.0,Paid,2023-03-03,Nogales Vendor,Jorge Maldonado,01/19/2023,"Saluza Sales, Inc.",555-CUC-1,"Bridges Produce, Inc.",PO #555,01/20/2023,,,Nogales Vendor,98.0,22.95,26.95,2249.1,0.0,2641.1,392.0,14.84,Florida
Cucumber European,True,1 1/9 Bua Box,Fresh,MX,2007353.0,1502.0,Paid,2023-03-03,Nogales Vendor,Jorge Maldonado,01/20/2023,"Saluza Sales, Inc.",558-CUC-1,"Bridges Produce, Inc.",PO #558,01/23/2023,,,Nogales Vendor,98.0,21.95,25.95,2151.1,0.0,2543.1,392.0,15.41,Florida
Cucumber European,True,1 1/9 Bua Box,Fresh,MX,2013234.0,1509.0,Paid,2023-03-03,Nogales Vendor,Jorge Maldonado,01/23/2023,"Saluza Sales, Inc.",567-CUC-1,"Bridges Produce, Inc.",PO #567,01/24/2023,,,Nogales Vendor,49.0,26.95,29.95,1320.55,0.0,1467.55,147.0,10.02,Florida
Cucumber European,True,1 1/9 Bua Box,Fresh,MX,2024396.0,1530.0,Paid,2023-03-03,Nogales Vendor,Jorge Maldonado,01/26/2023,"Saluza Sales, Inc.",592-CUC-1,"Bridges Produce, Inc.",PO #592,01/27/2023,,,Nogales Vendor,49.0,26.95,29.95,1320.55,0.0,1467.55,147.0,10.02,Florida
Cucumber European,True,1 1/9 Bua Box,Fresh,MX,2028069.0,1540.0,Paid,2023-03-03,Nogales Vendor,Jorge Maldonado,01/27/2023,"Saluza Sales, Inc.",604-CUC-1,"Bridges Produce, Inc.",PO #604,01/30/2023,,,Nogales Vendor,98.0,26.95,29.95,2641.1,0.0,2935.1,294.0,10.02,Florida
Cucumber European,True,1 1/9 Bua Box,Fresh,MX,2030573.0,1549.0,Paid,2023-03-03,Nogales Vendor,Jorge Maldonado,01/28/2023,"Saluza Sales, Inc.",610-CUC-1,"Bridges Produce, Inc.",PO #610,01/30/2023,,,Nogales Vendor,98.0,26.95,29.95,2641.1,0.0,2935.1,294.0,10.02,Florida
Cucumber European,True,1 1/9 Bua Box,Fresh,MX,2049059.0,1576.0,Paid,2023-03-10,Nogales Vendor,Jorge Maldonado,02/03/2023,"Saluza Sales, Inc.",643-CUC-1,"Bridges Produce, Inc.",PO #643,02/07/2023,,,Nogales Vendor,98.0,23.4,26.0,2293.2,0.0,2548.0,254.8,10.0,Florida
Cucumber European,True,1 1/9 Bua Box,Fresh,MX,2088569.0,1655.0,Paid,2023-03-09,Nogales Vendor,Stephan Salas,02/16/2023,"JBJ Distributing, Inc.",730-CUC-1,"Bridges Produce, Inc.",PO #730,02/17/2023,,,Nogales Vendor,972.0,10.0,15.0,9720.0,2450.0,14580.0,2410.0,16.53,Florida
Cucumber European,True,1 1/9 Bua Box,Fresh,MX,2104945.0,1690.0,Paid,2023-03-29,Nogales Vendor,Stephan Salas,02/22/2023,"JBJ Distributing, Inc.",763-CUC-1,"Bridges Produce, Inc.",PO #763,02/23/2023,,,Nogales Vendor,780.0,10.5,15.0,8190.0,1970.0,11700.0,1540.0,13.16,Florida
Cucumber European,True,1 1/9 Bua Box,Fresh,MX,2113150.0,1702.0,Paid,2023-03-29,Nogales Vendor,Stephan Salas,02/24/2023,"JBJ Distributing, Inc.",778-CUC-1,"Bridges Produce, Inc.",PO #778,02/28/2023,,,Nogales Vendor,343.0,13.0,15.0,4459.0,68.6,5145.0,617.4,12.0,Florida
Cucumber European,True,1 1/9 Bua Box,Fresh,MX,2120074.0,1715.0,Paid,2023-03-23,Nogales Vendor,Stephan Salas,03/01/2023,"JBJ Distributing, Inc.",798-CUC-1,"Bridges Produce, Inc.",PO #798,03/03/2023,,,Nogales Vendor,147.0,8.25,15.0,1212.75,404.25,2205.0,588.0,26.67,Florida
Cucumber European,True,1 1/9 Bua Box,Fresh,MX,2120074.0,1715.0,Paid,2023-03-23,Nogales Vendor,Stephan Salas,03/01/2023,"JBJ Distributing, Inc.",785-CUC-2,"Bridges Produce, Inc.",PO #785,03/03/2023,,,Nogales Vendor,343.0,11.0,15.0,3773.0,0.0,5145.0,1372.0,26.67,Florida
Cucumber European,True,1 1/9 Bua Box,Fresh,MX,2127281.0,1728.0,Paid,2023-03-17,Nogales Vendor,Ivonne Padres,03/01/2023,The Produce Exchange Inc,803-CUC-1,"Bridges Produce, Inc.",PO #803,03/03/2023,,,Nogales Vendor,622.0,16.95,18.95,10542.9,0.0,11786.9,1244.0,10.55,Florida
Cucumber European,True,1 1/9 Bua Box,Fresh,MX,2131751.0,1737.0,Paid,2023-03-17,Nogales Vendor,Ivonne Padres,03/03/2023,The Produce Exchange Inc,810-CUC-1,"Bridges Produce, Inc.",PO #810,03/04/2023,,,Nogales Vendor,1040.0,16.95,18.95,17628.0,0.0,19708.0,2080.0,10.55,Florida
Cucumber European,False,1 1/9 Bua Box,Fresh,MX,2787540.0,3039.0,Paid,2023-09-22,McAllen Vendor,Jorge Maldonado,08/29/2023,"Produce Team, LLC.",2281-CUC-1,"Delta Fresh Sales, L.L.C.",PO #2281,09/04/2023,,,McAllen Vendor,42.0,10.95,12.95,459.9,0.0,543.9,84.0,15.44,Florida
Cucumber European,True,1 1/9 Bua Box,Fresh,MX,2792070.0,3050.0,Paid,2023-09-29,Nogales Vendor,Stephan Salas,08/30/2023,"Terra Bella Greenhouses, Inc.",2290-CUC-1,"Grower Alliance, LLC",PO #2290,09/05/2023,,,Nogales Vendor,98.0,18.95,22.0,1857.1,123.09,2156.0,175.81,8.15,Florida
Cucumber European,False,1 1/9 Bua Box,Fresh,MX,3655581.0,5664.0,Paid,2024-06-03,Nogales Vendor,Stephan Salas,04/22/2024,"Terra Bella Greenhouses, Inc.",3746-CUC-1,"Farmer's Best International, LLC.",PO #3746,04/23/2024,,,Nogales Vendor,294.0,7.95,8.95,2337.3,0.0,2631.3,294.0,11.17,Florida
Cucumber European,False,1 1/9 Bua Box,Fresh,MX,3675392.0,5685.0,Paid,2024-05-17,Nogales Vendor,Jorge Maldonado,04/26/2024,"Next Level Produce, Inc.",3771-CUC-1,"Farmer's Best International, LLC.",PO #3771,04/29/2024,,,Nogales Vendor,175.0,10.95,11.75,1916.25,0.0,2056.25,140.0,6.81,Florida
Cucumber European,False,1 1/9 Bua Box,Fresh,MX,3683669.0,5700.0,Paid,2024-05-24,Nogales Vendor,Jorge Maldonado,04/29/2024,"Next Level Produce, Inc.",3787-CUC-1,"Farmer's Best International, LLC.",PO #3787,04/30/2024,,,Nogales Vendor,147.0,10.0,10.95,1470.0,0.0,1609.65,139.65,8.68,Florida
Cucumber European,False,1 1/9 Bua Box,Fresh,MX,4402180.0,6481.0,Paid,2025-01-03,Nogales Vendor,Stephan Salas,10/17/2024,Delightful Quality Produce LLC,4626-CUC-1,"Farmer's Best International, LLC.",PO #4626,10/21/2024,,,Nogales Vendor,98.0,14.95,15.95,1465.1,0.0,1563.1,98.0,6.27,Florida
Cucumber European,False,1 1/9 Bua Box,Fresh,MX,4409903.0,6493.0,Paid,2025-01-03,Nogales Vendor,Stephan Salas,10/19/2024,Delightful Quality Produce LLC,4645-CUC-1,"Farmer's Best International, LLC.",PO #4645,10/21/2024,,,Nogales Vendor,245.0,8.95,10.95,2192.75,70.0,2682.75,420.0,15.66,Florida
Cucumber European,False,1 1/9 Bua Box,Fresh,MX,4473675.0,6593.0,Paid,2024-12-03,McAllen Vendor,Jorge Maldonado,11/04/2024,SunFed,4758-CUC-1,"Delta Fresh Sales, L.L.C.",PO #4758,11/06/2024,,,McAllen Vendor,42.0,10.0,12.95,420.0,0.0,543.9,123.9,22.78,Florida
Cucumber European,True,1 1/9 Bua Box,Fresh,MX,4761920.0,10102.0,Paid,2025-02-25,Nogales Vendor,Stephan Salas,01/16/2025,"Terra Bella Greenhouses, Inc.",50131-CUC-1,"Grower Alliance, LLC",PO #50131,01/30/2025,,,Nogales Vendor,878.0,8.0,17.0,7024.0,0.0,14926.0,7902.0,52.94,Florida
Cucumber European,False,1 1/9 Bua Box,Fresh,MX,4957947.0,10407.0,Paid,2025-04-01,Nogales Vendor,Jorge Maldonado,03/06/2025,SunFed,50474-CUC-1,"Grower Alliance, LLC",PO #50474,06/03/2025,,,Nogales Vendor,49.0,12.0,13.5,588.0,15.0,661.5,58.5,8.84,Florida
Cucumber European,True,12 Ct Box,Fresh,MX,4934389.0,10367.0,Paid,2025-03-28,Nogales Vendor,Stephan Salas,03/03/2025,"Wholesum Family Farms, Inc.",50429-CUC-1,"Terra Bella Farms, LLC.",PO #50429,03/05/2025,,,Nogales Vendor,1200.0,9.5,11.5,11400.0,140.0,13800.0,2260.0,16.38,Florida
Cucumber European,True,12 Ct Box,Fresh,MX,5139625.0,10747.0,Paid,2025-05-02,Nogales Vendor,Frutto Foods,04/17/2025,Legend Distributing,50855-CUC-1,"Terra Bella Farms, LLC.",PO #50855,04/21/2025,,,Nogales Vendor,240.0,3.0,4.95,720.0,0.0,1188.0,468.0,39.39,Florida
Cucumber European,True,12 Ct Box,Fresh,MX,5232479.0,10895.0,Paid,2025-05-27,Nogales Vendor,Frutto Foods,05/08/2025,Legend Distributing,51020-CUC-2,"Terra Bella Farms, LLC.",PO #51020,05/12/2025,,,Nogales Vendor,240.0,6.0,7.95,1440.0,900.0,1908.0,-432.0,-22.64,Florida
Cucumber European,False,24 Ct Box,Fresh,MX,4196035.0,6278.0,Paid,2024-10-07,McAllen Vendor,Stephan Salas,08/31/2024,"Terra Bella Farms, LLC.",4396-CUC-1,"Greenhouse Produce Company, LLC.",PO #4396,09/04/2024,,,McAllen Vendor,1280.0,25.0,26.95,32000.0,0.0,34496.0,2496.0,7.24,Florida
Cucumber European Lge,True,12 Ct Box,Fresh,MX,1935533.0,1358.0,Paid,2023-01-05,Nogales Vendor,Ivonne Padres,12/26/2022,The Produce Exchange Inc,407-CUC-2,"Divine Flavor, LLC.",PO #407,12/27/2022,,,Nogales In/Out,104.0,14.95,16.95,1554.8,0.0,1762.8,208.0,11.8,Florida
Cucumber European Lge,True,12 Ct Box,Fresh,MX,1959590.0,1399.0,Paid,2023-01-20,Nogales Vendor,Ivonne Padres,01/05/2023,The Produce Exchange Inc,451-CUC-1,"Divine Flavor, LLC.",PO #451,01/06/2023,,,Nogales Vendor,312.0,16.95,18.95,5288.4,0.0,5912.4,624.0,10.55,Florida
Cucumber European Lge,True,12 Ct Box,Fresh,MX,1967935.0,1415.0,Paid,2023-02-16,Nogales Vendor,Stephan Salas,01/06/2023,"Terra Bella Farms, LLC.",469-CUC-1,IPR Fresh,PO #469,01/07/2023,,,Nogales Vendor,104.0,20.0,22.95,2080.0,0.0,2386.8,306.8,12.85,Florida
Cucumber European Lge,True,12 Ct Box,Fresh,MX,1969187.0,1422.0,Paid,2023-01-26,Nogales Vendor,Ivonne Padres,01/07/2023,The Produce Exchange Inc,474-CUC-2,"Divine Flavor, LLC.",PO #474,01/10/2023,,,Nogales Vendor,210.0,16.95,19.95,3559.5,0.0,4189.5,630.0,15.04,Florida
Cucumber European Lge,True,12 Ct Box,Fresh,MX,1973025.0,1427.0,Paid,2023-02-24,Nogales Vendor,Stephan Salas,01/10/2023,"68 Produce, LLC.",482-CUC-2,"Divine Flavor, LLC.",PO #482,01/11/2023,,,Nogales Vendor,208.0,16.95,19.95,3525.6,0.0,4149.6,624.0,15.04,Florida
Cucumber European Lge,True,12 Ct Box,Fresh,MX,1996697.0,1476.0,Paid,2023-03-03,Nogales Vendor,Frutto Foods,01/17/2023,"Chucho Produce, LLC.",532-CUC-1,"Terra Bella Greenhouses, Inc.",PO #532,01/24/2023,,,Nogales Vendor,1144.0,15.95,18.0,18246.8,132.0,20592.0,2213.2,10.75,Florida
Cucumber European Lge,False,12 Ct Box,Fresh,MX,2109897.0,1701.0,Paid,2023-03-29,Nogales Vendor,Stephan Salas,02/23/2023,"Terra Bella Farms, LLC.",776-CUC-1,"Farmer's Best International, LLC.",PO #776,02/24/2023,,,Nogales Vendor,1386.0,8.95,10.95,12404.7,0.0,15176.7,2772.0,18.26,Florida
Cucumber European Lge,False,12 Ct Box,Fresh,MX,2143572.0,1757.0,Paid,2023-03-27,McAllen Vendor,Stephan Salas,03/06/2023,Huron Produce,836-CUC-1,"Farmer's Best International, LLC.",PO #836,03/07/2023,,,McAllen Vendor,252.0,8.95,10.95,2255.4,0.0,2759.4,504.0,18.26,Florida
Cucumber European Lge,False,12 Ct Box,Fresh,MX,2146981.0,1762.0,Paid,2023-03-27,Nogales Vendor,Stephan Salas,03/07/2023,Huron Produce,844-CUC-1,"Mexfresh Produce (A d/b/a of Tom-Ver, LLC.)",PO #844,03/13/2023,,,Nogales Vendor,630.0,10.0,11.95,6300.0,0.0,7528.5,1228.5,16.32,Florida
Cucumber European Lge,True,12 Ct Box,Fresh,MX,2724186.0,2919.0,Paid,2023-09-21,San Diego Vendor,Stephan Salas,08/14/2023,"Terra Bella Greenhouses, Inc.",2163-CUC-1,"Divine Flavor, LLC.",PO #2163,08/15/2023,,,San Diego Vendor,312.0,12.95,16.2,4040.4,596.18,5054.4,417.82,8.27,Florida
Cucumber European Lge,True,12 Ct Box,Fresh,MX,2984100.0,3299.0,Paid,2023-11-17,Nogales Vendor,Stephan Salas,10/20/2023,"Terra Bella Farms, LLC.",2561-CUC-1,"Chucho Produce, LLC.",PO #2561,11/22/2023,,,Nogales Vendor,600.0,3.0,5.11,1800.0,0.0,3066.0,1266.0,41.29,Florida
Cucumber European Lge,False,12 Ct Box,Fresh,MX,3162940.0,3578.0,Paid,2024-01-05,Nogales Vendor,Stephan Salas,12/11/2023,Huron Produce,2878-CUC-1,"Next Level Produce, Inc.",PO #2878,12/22/2023,,,Nogales Vendor,360.0,9.95,11.95,3582.0,0.0,4302.0,720.0,16.74,Florida
Cucumber European Lge,True,12 Ct Box,Fresh,MX,3166551.0,3587.0,Paid,2024-01-05,Nogales Vendor,Stephan Salas,12/12/2023,Nature Fresh Farms Sales Inc,2890-CUC-2,Trufresh,PO #2890,12/16/2023,,,Nogales Vendor,120.0,12.95,14.74,1554.0,26.0,1768.8,188.8,10.67,Florida
Cucumber European Lge,True,12 Ct Box,Fresh,MX,3267353.0,5076.0,Paid,2024-03-04,Nogales Vendor,Stephan Salas,01/11/2024,Delightful Quality Produce LLC,3089-CUC-1,IPR Fresh,PO #3089,01/12/2024,,,Nogales Vendor,120.0,19.75,22.95,2370.0,0.0,2754.0,384.0,13.94,Florida
Cucumber European Lge,False,12 Ct Box,Fresh,MX,3274803.0,5094.0,Paid,2024-03-19,Nogales Vendor,Stephan Salas,01/13/2024,Delightful Quality Produce LLC,3112-CUC-2,Tricar Sales Inc.,PO #3112,01/16/2024,,,Nogales Vendor,360.0,12.95,14.95,4662.0,0.0,5382.0,720.0,13.38,Florida
Cucumber European Lge,True,12 Ct Box,Fresh,MX,3278303.0,5101.0,Paid,2024-03-18,Nogales Vendor,Stephan Salas,01/15/2024,Delightful Quality Produce LLC,3117-CUC-1,"Terra Bella Greenhouses, Inc.",PO #3117,01/18/2024,,,Nogales Vendor,520.0,21.95,25.95,11414.0,0.0,13494.0,2080.0,15.41,Florida
Cucumber European Lge,True,12 Ct Box,Fresh,MX,3278555.0,5105.0,Paid,2024-02-08,Nogales Vendor,Jorge Maldonado,01/15/2024,"Next Level Produce, Inc.",3121-CUC-1,"Divine Flavor, LLC.",PO #3121,01/16/2024,,,Nogales Vendor,104.0,20.0,23.5,2080.0,0.0,2444.0,364.0,14.89,Florida
Cucumber European Lge,True,12 Ct Box,Fresh,MX,3283146.0,5114.0,Paid,2024-03-04,Nogales Vendor,Stephan Salas,01/16/2024,Pure Flavor Farms LP,3130-CUC-1,"Divine Flavor, LLC.",PO #3130,01/16/2024,,,Nogales Vendor,339.0,20.0,22.95,6780.0,0.0,7780.05,1000.05,12.85,Florida
Cucumber European Lge,True,12 Ct Box,Fresh,MX,3331329.0,5194.0,Paid,2024-03-04,Nogales Vendor,Stephan Salas,01/30/2024,Pure Flavor Farms LP,3214-CUC-1,"Divine Flavor, LLC.",PO #3214,02/06/2024,,,Nogales Vendor,832.0,16.0,18.95,13312.0,0.0,15766.4,2454.4,15.57,Florida
Cucumber European Lge,True,12 Ct Box,Fresh,MX,3345585.0,5213.0,Paid,2024-03-08,Nogales Vendor,Stephan Salas,02/02/2024,Pure Flavor Farms LP,3236-CUC-1,"Terra Bella Greenhouses, Inc.",PO #3236,02/07/2024,,,Nogales Vendor,416.0,18.0,20.95,7488.0,0.0,8715.2,1227.2,14.08,Florida
Cucumber European Lge,True,12 Ct Box,Fresh,MX,3480529.0,5409.0,Paid,2024-05-06,Nogales Vendor,Stephan Salas,03/11/2024,Delightful Quality Produce LLC,3466-CUC-2,"Chucho Produce, LLC.",PO #3466,03/13/2024,,,Nogales Vendor,872.0,5.5,6.0,4796.0,0.0,5232.0,436.0,8.33,Florida
Cucumber European Lge,False,12 Ct Box,Fresh,MX,3640231.0,5634.0,Paid,2024-06-21,Nogales Vendor,Stephan Salas,04/18/2024,Delightful Quality Produce LLC,3717-CUC-2,"Farmer's Best International, LLC.",PO #3717,04/20/2024,,,Nogales Vendor,2168.0,2.45,3.0,5311.6,0.0,6504.0,1192.4,18.33,Florida
Cucumber European Lge,False,12 Ct Box,Fresh,MX,3719374.0,5748.0,Paid,2024-06-11,McAllen Vendor,Pablo Najar,05/08/2024,Best Deal Brokerage LLC,3837-CUC-2,"Farmer's Best International, LLC.",PO #3837,05/11/2024,,,Nogales Vendor,630.0,2.95,4.5,1858.5,0.0,2835.0,976.5,34.44,Florida
Cucumber European Lge,True,12 Ct Box,Fresh,MX,3803202.0,5889.0,Paid,2024-06-28,Nogales Vendor,Stephan Salas,05/28/2024,"Terra Bella Farms, LLC.",3957-CUC-2,"Greenhouse Produce Company, LLC.",PO #3957,05/29/2024,,,Nogales Vendor,120.0,18.0,20.5,2160.0,0.0,2460.0,300.0,12.2,Florida
Cucumber European Lge,False,12 Ct Box,Fresh,MX,4196035.0,6278.0,Paid,2024-10-07,McAllen Vendor,Stephan Salas,08/31/2024,"Terra Bella Farms, LLC.",4396-CUC-2,"Greenhouse Produce Company, LLC.",PO #4396,09/04/2024,,,McAllen Vendor,320.0,12.0,13.5,3840.0,0.0,4320.0,480.0,11.11,Florida
Cucumber European Lge,True,12 Ct Box,Fresh,MX,4401667.0,6479.0,Paid,2024-11-08,Nogales Vendor,Stephan Salas,10/17/2024,"Wholesum Family Farms, Inc.",4624-CUC-1,"Terra Bella Farms, LLC.",PO #4624,10/21/2024,,,Nogales Vendor,840.0,15.95,18.5,13398.0,98.0,15540.0,2044.0,13.15,Florida
Cucumber European Lge,True,12 Ct Box,Fresh,MX,4402178.0,6480.0,Paid,2025-01-03,Nogales Vendor,Stephan Salas,10/17/2024,Delightful Quality Produce LLC,4627-CUC-1,"Terra Bella Farms, LLC.",PO #4627,10/21/2024,,,Nogales Vendor,120.0,15.95,18.95,1914.0,0.0,2274.0,360.0,15.83,Florida
Cucumber European Med,False,12 Ct,Fresh,MX,2577202.0,2645.0,Paid,2023-08-29,Nogales Vendor,Stephan Salas,07/05/2023,"Chucho Produce, LLC.",1871-CUC-1,"Terra Bella Greenhouses, Inc.",PO #1871,07/17/2023,,,Nogales Vendor,3380.0,6.0,6.75,20280.0,0.0,22815.0,2535.0,11.11,Florida
Cucumber European Med,False,12 Ct,Fresh,MX,2738941.0,2948.0,Paid,2023-09-22,McAllen Vendor,Jorge Maldonado,08/16/2023,"Produce Team, LLC.",2191-CUC-1,Huron Produce,PO #2191,08/28/2023,,,McAllen Vendor,360.0,10.0,11.3,3600.0,0.0,4068.0,468.0,11.5,Florida
Cucumber European Med,False,12 Ct,Fresh,MX,2959834.0,3261.0,Paid,2023-11-10,Nogales Vendor,Stephan Salas,10/14/2023,"Terra Bella Farms, LLC.",2523-CUC-1,"Grower Alliance, LLC",PO #2523,10/24/2023,,,Nogales Vendor,3165.0,8.0,9.15,25320.0,237.0,28959.75,3402.75,11.75,Florida
Cucumber European Med,False,12 Ct,Fresh,MX,2959837.0,3262.0,Paid,2023-11-17,Nogales Vendor,Stephan Salas,10/16/2023,"Terra Bella Farms, LLC.",2524-CUC-1,"Grower Alliance, LLC",PO #2524,10/24/2023,,,Nogales Vendor,3240.0,8.0,9.0,25920.0,0.0,29160.0,3240.0,11.11,Florida
Cucumber European Med,False,12 Ct,Fresh,MX,3034240.0,3353.0,Paid,2023-11-24,McAllen Vendor,Stephan Salas,11/03/2023,Huron Produce,2630-CUC-1,"NatureSweet, Ltd.",PO #2630,12/01/2023,,,McAllen Vendor,1280.0,2.0,3.0,2560.0,0.0,3840.0,1280.0,33.33,Florida
Cucumber European Med,False,12 Ct,Fresh,MX,3142565.0,3534.0,Paid,2024-01-22,McAllen Vendor,Stephan Salas,12/05/2023,Great Lakes Greenhouses Inc.,2831-CUC-1,VILLAGE FARMS LP,PO #2831,12/08/2023,,,McAllen Vendor,1680.0,3.0,4.75,5040.0,0.0,7980.0,2940.0,36.84,Florida
Cucumber European Med,False,12 Ct,Fresh,MX,3162175.0,3576.0,Paid,2023-12-26,Nogales Vendor,Jorge Maldonado,12/11/2023,"Veggies, Inc.",2875-CUC-1,Tricar Sales Inc.,PO #2875,12/26/2023,,,Nogales Vendor,1620.0,8.95,9.95,14499.0,0.0,16119.0,1620.0,10.05,Florida
Cucumber European Med,False,12 Ct,Fresh,MX,3179687.0,3616.0,Paid,2024-01-05,McAllen Vendor,Stephan Salas,12/15/2023,Huron Produce,2932-CUC-1,"Delta Fresh Sales, L.L.C.",PO #2932,12/18/2023,,,McAllen Vendor,3840.0,12.95,14.95,49728.0,0.0,57408.0,7680.0,13.38,Florida
Cucumber European Med,False,12 Ct,Fresh,MX,3180636.0,3621.0,Paid,2024-01-12,McAllen Vendor,Stephan Salas,12/15/2023,Nature Fresh Farms Sales Inc,2937-CUC-1,"Delta Fresh Sales, L.L.C.",PO #2937,12/18/2023,,,McAllen Vendor,1600.0,12.95,14.5,20720.0,0.0,23200.0,2480.0,10.69,Florida
Cucumber European Med,False,12 Ct,Fresh,MX,3267295.0,5075.0,Paid,2024-03-04,Nogales Vendor,Stephan Salas,01/11/2024,Delightful Quality Produce LLC,3092-CUC-1,Tricar Sales Inc.,PO #3092,01/16/2024,,,Nogales Vendor,630.0,12.95,14.95,8158.5,0.0,9418.5,1260.0,13.38,Florida
Cucumber European Med,False,12 Ct,Fresh,MX,3274803.0,5094.0,Paid,2024-03-19,Nogales Vendor,Stephan Salas,01/13/2024,Delightful Quality Produce LLC,3112-CUC-1,Tricar Sales Inc.,PO #3112,01/16/2024,,,Nogales Vendor,1080.0,12.95,14.95,13986.0,0.0,16146.0,2160.0,13.38,Florida
Cucumber European Med,False,12 Ct,Fresh,MX,3369388.0,5241.0,Paid,2024-03-16,Nogales Vendor,Stephan Salas,02/08/2024,Pure Flavor Farms LP,3270-CUC-1,Tricar Sales Inc.,PO #3270,02/13/2024,,,Nogales Vendor,1350.0,8.95,9.95,12082.5,0.0,13432.5,1350.0,10.05,Florida
Cucumber European Med,False,12 Ct,Fresh,MX,3377986.0,5247.0,Paid,2024-02-26,McAllen Vendor,Stephan Salas,02/12/2024,Huron Produce,3280-CUC-1,"Farmer's Best International, LLC.",PO #3280,02/16/2024,,,McAllen Vendor,630.0,8.95,10.25,5638.5,0.0,6457.5,819.0,12.68,Florida
Cucumber European Med,False,12 Ct,Fresh,MX,3719374.0,5748.0,Paid,2024-06-11,McAllen Vendor,Pablo Najar,05/08/2024,Best Deal Brokerage LLC,3837-CUC-1,"Farmer's Best International, LLC.",PO #3837,05/11/2024,,,Nogales Vendor,1080.0,2.95,4.5,3186.0,0.0,4860.0,1674.0,34.44,Florida
Cucumber European Med,False,12 Ct,Fresh,CA,3757805.0,5812.0,Paid,2024-06-07,Leamington Vendor,Pablo Najar,05/16/2024,"A's Fresh Produce, LLC.",3912-CUC-1,Huron Produce,PO #3912,05/29/2024,,,Leamington Vendor,3360.0,3.75,4.25,12600.0,0.0,14280.0,1680.0,11.76,Florida
Cucumber European Med,True,12 Ct,Fresh,MX,3794491.0,5877.0,Paid,2024-06-07,Nogales Vendor,Pablo Najar,05/24/2024,The Produce Exchange Inc,3984-CUC-1,"Terra Bella Farms, LLC.",PO #3984,06/11/2024,,,Nogales Vendor,240.0,21.95,27.75,5268.0,28.0,6660.0,1364.0,20.48,Florida
Cucumber European Med,True,12 Ct,Fresh,MX,3802682.0,5886.0,Paid,2024-07-12,Nogales Vendor,Pablo Najar,05/30/2024,"Ciruli Brothers, LLC.",3993-CUC-1,"Terra Bella Farms, LLC.",PO #3993,06/11/2024,,,Nogales Vendor,1800.0,18.95,20.95,34110.0,210.0,37710.0,3390.0,8.99,Florida
